Product Title,Price,% Off,Discount Code,Amazon_link,
"SIRUIYUAN Women’s Running Sneaker Breathable Lightweight Knit Air Jogging Slip On Mesh Walking Shoe (Dark/Grey, Numeric_9)",$16.31,60%,608R5GJH,https://www.amazon.com/promocode/A1BUZ6NI2RW12F?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Walkie Talkies for Kids, DEDY Two-Way Radio Long Range Mini Walkie Talkies Outdoor Camping Toys for Boys Girls Toys for 3-12 Year Old Boys Gifts for 3-12 Year Old Girls Boys Stocking Stuffers for Kids",$11.99,20%,20P79NVP,https://www.amazon.com/promocode/AC7ZG1XZDML16?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"DRESSTELLS Christmas Vintage Tea Dress for Women, 3/4 Sleeves Ugly Cocktail Party Dresses, Fit Flare Aline Swing Pinup Dress, 1950s Rockabilly Retro Rustic Dress Snowflakes L",$17.19,60%,605ZV1R4,https://www.amazon.com/promocode/A9NTXIU3LNZ5Z?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"YZEECOL 1.5 inch Santa Clause Design Merry Christmas Designs for envelopes, Favors, Birthdays, Giveaways, Gift Packaging, Round Adhesive Labels for Business and Personal Use (500 Labels/Roll)",$3.39,80%,806ZD6PK,https://www.amazon.com/promocode/A3HP5ARGUQHQ46?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Daughter In Law Gifts, The Only Thing Better Than Having You As My Daughter In Law Is Our Grandchildren Having You As Their Mom Inspirational Bangle Charm Bracelet Gifts for Daughter In Law",$5.59,60%,60LD6CLR,https://www.amazon.com/promocode/A2ERNG7RMVFW52?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Glicrili 65 Pcs Dried Pampas Grass Decor -15 Pcs White Pampas& 15 Pcs Brown Pampas & 30 Pcs Reed Grass & 5 Pcs.Billy Balls, Natural Dried Bouquet for Home Decor, Boho Wedding, Party,Photograph.",$6.99,65%,6556SCUB,https://www.amazon.com/promocode/A1UNRL3A0R07MO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SOCIALA Womens Ruffle Plunge V Neck One Piece Bathing Suits Padded Monokinis Swimsuits(Small, Black)",$10.75,60%,60Q8NQEJ,https://www.amazon.com/promocode/A7ELYUID9W6M3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Homeleader ETL Portable Radiant Heater, Indoor Safe Heater 1250W/1500W, Rapid Heating with Adjustable Thermostat, for Garages, Workshops, Warehouses, Bedroom",$42.49,15%,158K851J,https://www.amazon.com/promocode/A1W20RD2AS9T5A?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SIRUIYUAN Women’s Running Sneaker Breathable Lightweight Knit Air Jogging Slip On Mesh Walking Shoe (Gray/Pink, Numeric_10)",$16.31,60%,605RGHBM,https://www.amazon.com/promocode/A2HMHARX9APD19?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Leaf Shape Silicone,MODAPHY Used for Making Chocolate Cake Candy Accessories Decoration-2 Pack(Greenery-Comes with 2 Droppers)",$5.19,60%,60WYEOKH,https://www.amazon.com/promocode/A37LS7N7SLJOG6?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
KUBUA Kids Winter Warm Slippers Boys Girls Indoor Bedroom Shoes,$8.32,51%,513L8JUZ,https://www.amazon.com/promocode/AD011CICRJB71?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Egg Cartons Clear Plastic, Betose 12 Count 40 Pack Disposable Egg Cartons for Chicken Eggs, Clear Egg Holder Stackable Egg Storage Container Egg Tray Holder for Chicken Farm, Home Refrigerator Storage",$8.09,70%,701MUCFN,https://www.amazon.com/promocode/A1RL7ZYY5EUER2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Idakekiy Wristlet Strap for Key, Hand Wrist Lanyard Key Chain Holder for Men and Women (Grey)",$3.63,48%,481KRC4W,https://www.amazon.com/promocode/A2R1TY3OXXGQKZ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Raycare Pack of 9 LED Window Candles with Remote Timer, Flameless Taper Candles Battery Operated with Warm White Flickering Light, 7.9 Inches Taper Candlesticks with Holders(Batteries not Included)",$17.99,50%,50RBOD95,https://www.amazon.com/promocode/A358PDCUUS8FX9?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"HTV Vinyl 10″ x 12″ 12 Sheets Heat Transfer Vinyl Popular Colors Iron On Vinyl for T-Shirt Fabric Craft Patterned, Easy to Weed Adhesive Vinyl for Design DIY T-Shirt, Bag Hat Pillow (Sheet E)",$11.99,60%,60M4Q4TM,https://www.amazon.com/promocode/A1U3ICLO6U9MPQ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Wallpaper Peel and Stick Wallpaper Refurbished Wall Furniture Adhesive Decorative Sticker, 15.5 inch x 118 inch Light Blue",$3.14,65%,65BZQJXZ,https://www.amazon.com/promocode/A3V5FC8H9A2LXJ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Dog Soccer Ball with Grab Tabs, Interactive Dog Toy for Tug of War, Fun Dog Tug Toy Water Toy, Dog Balls with Handle for Small & Medium Dogs",$8.99,50%,50YJ3IB2,https://www.amazon.com/promocode/A2WS7NYTBWBOWY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"2 Pieces A6 PU Leather Notebook Binder, Refillable Journal Binder Cover 6 Ring Binder Personal Planner Loose-Leaf Folder Binder for A6 Filler Paper, Brown and Blue",$6.59,40%,40YT99MV,https://www.amazon.com/promocode/A2IVITLGVA5K9V?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SYNPOS Baby Romper Suit with Feet, Infant Jumpsuit with Hat and Baby Bibs – Soft Breathable Cotton Bodysuit for Babie, Baby Girl, Baby Boy – Two-Way Zipper Sleep and Play Footed Onsies Rompers (3-6 Months, Leopard Romper Set)",$7.59,60%,60OIUBS9,https://www.amazon.com/promocode/A1J2IOOBTA07R5?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Men’s Breathable Road Running Shoes Lace Up Gym Traning Sneakers Comfortable Non Slip Walking Shoes Athletic Shoes Zapatos Deportivos de Hombre Brown Yellow Size 11,$23.99,40%,40R92Y4T,https://www.amazon.com/promocode/A84JB7L8SIHIR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Newborn Infant Baby Boys Girls Rainbow Romper Jumpsuit Crewneck Long Sleeve Playsuit One Piece Outfit Fall Clothes (Rice Gray, 12-18 Months)",$7.19,55%,551HN3AF,https://www.amazon.com/promocode/A8L1B7LVFLCXC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
TEMOFON Women’s Turtle Cowl Neck Sweater Long Sleeve Casual Button Asymmetric Hem Wrap Pullover Sweaters Tops Green M,$17.99,50%,50JXYZDE,https://www.amazon.com/promocode/A1QSEFQY7TKOFL?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TEKFUN Toddler Girl Toys Gifts for 6 4 3 5 Year Old Girls, 8.5″ Drawing Board for Kids LCD Writing Tablet Color Doodle Board, Little Girl Toys Age 4-5 Birthday Gift Ideas Preshool Learning (Pink)",$11.19,30%,30NV4Q4L,https://www.amazon.com/promocode/A1A7Y9AU6IKDTJ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"DOVICH Beard Growth Serum With Botanical, Biotin Supplement For Beard Conditioning, Thickening, Mustache & Beard Care, Natural Beard Growth products For Mustache & Beard Boost, Mustache Enhance Oil",$7.99,60%,60TVXMP4,https://www.amazon.com/promocode/A3SQJADIX2I50E?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Bathroom Rug Mat, 18″x26″, Extra Soft Absorbent Premium Yellow Bath Rug, Non-Slip Comfortable Bath Mat, Machine Wash Dry, Carpet for Tub, Shower, Bath Room",$5.99,70%,70AQXMAI,https://www.amazon.com/promocode/AX1WS351QML8S?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Hulameda 20 Pcs Paint Pallet Brushes with 6 Pcs Paint Trays for Kids and Adults to Painting or Have a Birthday Painting Party,$7.69,30%,30H1EA1D,https://www.amazon.com/promocode/A3G8MP2UFMLSZ7?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Hidepoo Girls Earrings Initial Stud Earrings, S925 Sterling Silver Post Rose Gold Plated Dainty Girls Earrings Hypoallergenic Letter A Initial Earrings for Girls Kids Earrings Jewelry Gifts",$5.39,55%,55ADX9EC,https://www.amazon.com/promocode/A15KWIXB87D2MH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Ospetty Art Light Solar LED Moon Crackle Glass Globe Garden Yard Decorative Stake Light Decoration Outdoor Light,$9.44,65%,65X4G68H,https://www.amazon.com/promocode/A2KDKJ2W8BVTIV?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"KRABOR Girls Winter Boots, Faux Fur Lined with Cute Back Knot Snow Shoes for Toddler/Little Kid Grey Size 7",$16.49,45%,45D2MG8W,https://www.amazon.com/promocode/A1G0US7DG4KVA4?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Workout Outfits for Women 2 Piece Ribbed Seamless Crop Tank High Waist Yoga Leggings Sets,$12.54,55%,559CCYN8,https://www.amazon.com/promocode/A3HZJW4G5VLX5R?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"HASBOY LED Garage Light, 150W Garage Ceiling Lights with 8 Adjustable Light Panels, 15000LM Super Bright Bulb E26/E27 Transformable LED Shop Lights for Garage, Basement, Barn(Black-1)",$17.99,70%,70NGYVXG,https://www.amazon.com/promocode/A202DHJO85U7AO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
6Ft White Christmas Tree- 146 LEDs Snow Flocked Christmas Tree- Uncommon Luxury Romantic Fairy Style for Festival Indoor Decoration,$39.99,50%,507TVPSQ,https://www.amazon.com/promocode/A1BBKOWZ94L69K?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Peel and Stick Wallpaper for Kitchen Bohemia Pattern Contact Paper Decoration Self Adhesive Wallpaper Peel and Stick Backsplash Kitchen Removable Wall Paper Vinyl Contact Paper 15.7″x236″,$8.73,54%,54PC8RTE,https://www.amazon.com/promocode/A2I4T97OSPRV24?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Gold Necklace Initial Necklaces for Women, 14K Gold Plated Dainty Gold Necklace Paperclip Chain Necklace Gold Necklace for Women Gold Pendant Necklaces Initial K Necklaces Gold Jewelry for Women",$5.19,60%,605DS27O,https://www.amazon.com/promocode/ATJELFP1W7URB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Turandoss Tiny Gold Initial Butterfly Necklace – Delicate 14K Gold Filled Letter W Alphabet Butterfly Pendent Initial Necklace Tiny Initial Butterfly Choker Necklace for Women Girls Jewelry(W),$4.19,65%,65M6OL5J,https://www.amazon.com/promocode/A6OJ7V9SXI44C?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Otdair 310 LED Solar Lights Outdoor, Solar Motion Lights with 3 Lighting Modes, IP65 Waterproof Solar Security Light Solar Wall Light for Garden, Yard, Patio, Garage, Pathway 2Pack",$22.39,20%,20NQ3KD9,https://www.amazon.com/promocode/A3SLD36VJVFJJA?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Butterfly Charm Bracelets for Women Girls, 14k Rose Gold Plated Beautifully Butterfly Charm Bangle Bracelet Expandable 26 Letters Initial Charm Butterfly Bracelets for Women Girls Jewelry Gifts（A）",$7.49,50%,50WSHJT7,https://www.amazon.com/promocode/A1NBNIP3DPC4Q3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Rose Gold Initial Earrings for Girls, S925 Sterling Silver Post Rose Gold Plated Dainty CZ Kids Earrings Hypoallergenic Letter B Initial Earrings for Girls Little Initial Earrings for Kids Child",$5.49,50%,50FOQF8A,https://www.amazon.com/promocode/A245SQU1CA21ED?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TIZZYT Hair Ties, 18 Pack Women Elastic Hair Ties, No Crease Spiral Hair Ties,Ponytail Hair Band Without Crease, No Pulling Hair, Strong Stretching Force, Suitable For Women And Children With Thick Or Thinning Hair,Basics",$10.76,23%,23RVVHFI,https://www.amazon.com/promocode/A1CLDX3ZZ7T3DU?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Infinity Cube 2pcs Fidget Cube Toy Stress Anxiety Relief for Adults and Kids Hand-Held Magic Puzzle Flip Cube Fidget Finger Toys Cube for ADD ADHD Killing Time,$6.47,50%,50Q1BF7A,https://www.amazon.com/promocode/A24Z1R2GU9SMFY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"It’s A Christmas Movie and Hot Chocolate Kind of Day T-Shirt Women Long Sleeve Novelty Graphics Tee Tops (L, Beige)",$5.94,65%,65HD62HN,https://www.amazon.com/promocode/A2H6D2BB064RWB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
UBFEN Boys Girls Snow Boots Kids Winter Warm Outdoor Slip Resistant Cold Weather High Top Shoes,$24.17,38%,38JRKBSV,https://www.amazon.com/promocode/AO5ZM234JNDYU?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"U HOME Large Frameless Wall Clock Decor, 3 Pieces Silent Non-Ticking Wall Clock, 36″ x 12″ Art Decorative for Home Bedroom Living Room Office Gift, Battery Operated",$16.79,65%,65HMCL5K,https://www.amazon.com/promocode/A19OBY8TJT5SOX?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Sowift Comfortable Cute Slip On Shoes for Women Girls Stylish Casual Shoes Lightweight Flats Trendy Low Top Canvas Sneakers Tennis Shoes for Walking Olive Green,$20.89,45%,45IUZE37,https://www.amazon.com/promocode/A1FVK91Q2XYDQJ?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"DRESSTELLS Christmas Vintage Tea Dress for Women, 3/4 Sleeves Ugly Cocktail Party Dresses, Fit Flare Aline Swing Pinup Dress, 1950s Rockabilly Retro Rustic Dress Snowflakes M",$17.19,60%,60KQDAOC,https://www.amazon.com/promocode/A1KKW6NV1S3WZR?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
JENN ARDOR Women’s Slip On Sneakers Trendy Casual Sneakers Stylish Comfortable Flat Shoes Low-top Sneakers Travel Walking Shoes for Women,$22.54,45%,451QI8ZQ,https://www.amazon.com/promocode/A2U04ZO2QVEJF2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BomKinta Women Winter Solid Socks Thick Warm Wool Socks Cozy Crew Socks for Women,$9.59,40%,40YN7IFD,https://www.amazon.com/promocode/A2E8C8QTG7JO6H?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
JENN ARDOR Women’s Slip On Sneakers Trendy Casual Sneakers Stylish Comfortable Flat Shoes Low-top Sneakers Travel Walking Shoes for Women,$22.54,45%,45HNOWTQ,https://www.amazon.com/promocode/ACBSOS2DJYLMH?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Gold Flower Wallpaper 17.7″x118″ Peel and Stick Wallpaper Pink Rose Floral Wallpaper Removable Waterproof Self-Adhesive Vinyl Kitchen Bathroom Cabinet Furniture Renovation Easy to Use,$3.83,52%,52MZFXSD,https://www.amazon.com/promocode/A1Z6Q6W06YZ0KY?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Peel and Stick Wallpaper Refurbished Wall Furniture Adhesive Decorative Film for Home, Cream Color 15 inch x 118 inch",$3.14,65%,65AWMTYE,https://www.amazon.com/promocode/A3ROE1BLVFXWW9?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Girls Boys Fur Lined Clogs Winter Fuzzy Garden Shoes Warm Outdoor Mules Size 2 M US Yellow Big Kid,$11.99,50%,50FXES5B,https://www.amazon.com/promocode/AQ2UB06CL5MOB?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
KUBUA Girls Boys Winter Warm Indoor Bedroom Shoes Kids Slippers,$9.79,51%,51YSKO8A,https://www.amazon.com/promocode/A20JCI1DCK6TDI?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Stainless Steel Horse Charm Bracelet, Heart Initial O Bracelets for Girls Initial Jewelry Horse Bracelets for Girls Kids Horse Bracelet Girls Horse Jewelry Horse Lover Bracelet Horse Gifts for Girls",$4.94,55%,55YRNJ1S,https://www.amazon.com/promocode/A2DG4ODHZ07Z4W?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"8 Pieces of Soft and high Elastic Foot Pads – Plantar Fasciitis pad, Heel Cup, Heel pad, Silicone Heel Cover, Suitable for Heel Cracking, Heel tendinitis, and Heel Pain Relief,",$7.79,40%,40G6H6KL,https://www.amazon.com/promocode/A3IJMHW32BPA7K?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
BRONAX Mens Shoes Lace up Mid Top Comfortable Size 8 Athletic Sport Stability Gym Workout Snickers Travel Tennis Sneakers for Men Blue,$23.39,40%,40JWOFZT,https://www.amazon.com/promocode/A2OR4MKQGEP701?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Girls Glitter Ankle Boots, Lace Up Waterproof Combat Shoes With Side Zipper for Toddler Hot Pink Sparkly Size 10",$21.44,45%,45HXNOJB,https://www.amazon.com/promocode/APLYO2OV19728?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Portable Wireless Bluetooth Speakers 7 LED Lights Patterns Wireless Speaker V5.0 Hi-Fi Bass Powerful Sound Built-in Microphone, HandsFree, Audio-Auxiliary,Christmas Decorations Bluetooth Speaker",$23.99,20%,20NJHTMK,https://www.amazon.com/promocode/A3KAIVTL33E7PF?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Vaccine Card Sleeve 4×3 in Vaccination Card Protector Waterproof, Ċovid Vaccine Card Holder Plastic Sleeves for Vaccine Cards Vinyl Plastic Sleeve Pouch 3 Lanyard Slots for Events Travel – Green",$5.71,50%,50GV1AXE,https://www.amazon.com/promocode/A44FVODGU7BIN?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"TPR Material Bath Pillow, SPA Bath Tub Pillow with 40 Suction Cups Ergonomic Bath Tub Pillow for Head, Neck and Back Support.(13.5x 9.8 x 1.5 In)",$7.78,70%,70MBFT72,https://www.amazon.com/promocode/A3DJZHVXNXJQKO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Joomra Winter Slippers for Men Size 9 Traction Mules Non Slip Indoor House Down Shoes with Arch Support Male Garden Footwear Plush Linning Warm Moccasin Loafers Yellow,$14.84,45%,45CCVY3C,https://www.amazon.com/promocode/A22WNELHS8J2G2?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
O2Colorful Foam Fake Blush Pink Roses Artificial Flowers with Stems for DIY Wedding Bouquets Centerpieces Baby Shower Party Floral Arrangements Party Tables Home Decorations 25Pcs Boxed,$7.79,40%,40WB45WD,https://www.amazon.com/promocode/ARDZFGCJRBLZ5?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Vocander Bed Skirt Burgundy King Size Wrap Around Dust Ruffles, 15 inch Drop Elastic Easy-Install Adjustable Bedskirt Wrinkle/Fade Resistance",$8.08,55%,55BIODDN,https://www.amazon.com/promocode/A2KWSLBD0B9EFM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Joomra Winter Slippers for Men Size 9 Traction Mules Non Slip Indoor House Down Shoes with Arch Support Male Garden Footwear Plush Linning Warm Moccasin Loafers Blue,$14.84,45%,45N6ZHOX,https://www.amazon.com/promocode/A2RYZAJYBDPB2O?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Women Knit Tank Tops Sleeveless Halter Neck Cami Shirts CuteSummer Tshirt Red M,$13.49,50%,501UH75S,https://www.amazon.com/promocode/A21KK1ULAR965H?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"3Pcs Outfit Set Baby Girls One Year Old Birthday Lace Tutu Bodysuit Skirt with Headband (Purple, 12-18 Months)",$11.68,35%,359EVPYQ,https://www.amazon.com/promocode/A23NWOIFK6P8RW?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Anoup Initial Necklaces Gold Necklace for Women, 14k Gold Plated Initial Necklaces for Women Hexagon Gold Pendant Necklace N Initial Necklaces Gold Jewelry for Women Gold Initial Necklace for Women",$5.19,60%,601ORQ4C,https://www.amazon.com/promocode/A1EZZ91MYP602C?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Personalized 2021 Family Christmas Ornaments, Customized Deer Family Members of 1-5 Xmas Tree Pandemic Ornament for Holiday Creative Gifts",$3.49,65%,65VBP5GW,https://www.amazon.com/promocode/AKN48NITVDUWO?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Womens Tops Scoop Neck Casual Loose Fit T Shirts Long Sleeve Tunic Blouse(BK1,L)",$9.99,50%,503EBV3C,https://www.amazon.com/promocode/AK5BFUQJXB1D7?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"SAMERIVER A10 Cord Replacement with Volume Control, A40 Cable Works with A40 /A40 Gaming Headset Cable, A10 Headset Cable for Xbox One, PS4, PC, Most Smartphones -Braided Blue 6ft",$7.99,50%,50QYIZ41,https://www.amazon.com/promocode/A21V5GO4S6QSNS?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"MIDOG Indestructible Squeaky Dog Toys, Dog Toys for Large Dogs Aggressive Chewers Durable Dog Teeth Cleaning Toy Tough Dog Chew Toy for Medium Small Dogs German Shepherd Toys Rubber Bird Dog Toy",$5.24,65%,65RP4B7T,https://www.amazon.com/promocode/A34IHCS3BW4L23?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Amagic 9Pcs Christmas Window Candles with Timer, Flameless Taper Candles with Silver Bases, Battery Operated Window Candles, Flickering Flame Warm White, Remote Control, Ivory, Halloween Decorations",$18.49,50%,50EQIVKB,https://www.amazon.com/promocode/A82406EYM1NBA?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Professional Kitchen Knife Chef Set, Kitchen Knife Set Stainless Steel, Kitchen Knife Set Dishwasher Safe with Sheathes",$15.67,51%,51DKO41O,https://www.amazon.com/promocode/A1HB75TCD3XV0C?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Eco Walker 10inch Spot Markers Flat Field Cones,$16.19,10%,10RPQFDQ,https://www.amazon.com/promocode/A199XXR5T48AOW?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
Diamond Painting Kits for Adults American Flag Dog Digital Painting Round Diamond Dotz Kits Bead Pictures Arts Craft for Home Wall Decor Gift (30X40CM),$6.48,50%,506AXNCZ,https://www.amazon.com/promocode/A1PNQKZSAUKRDM?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"6 Pack Medium Hair Clips For Women Thick Hair, Nonslip Hair Claw Clips For Thin Hair,Celluloid Tortoise Jaw Clips Hair Clutcher",$5.99,50%,5027L8LK,https://www.amazon.com/promocode/AW0B1FX3UYHR3?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"Stud Earrings for Women Girls, 925 Sterling Silver Rose Gold Stud Earrings Letter G Initial Hypoallergenic Heart Earrings for Women Sensitive Ears Toddler Kids Earrings for Girls Jewelry",$4.89,65%,65SLBGET,https://www.amazon.com/promocode/A2CSP2LVVZKYZA?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
"E-WOR Bath Toys, 6 Pack Baby Bath Toys for Toddlers 1-3, Floating Wind-up Toys Swimming Pool Games Water Play Set Gift for Bathtub Shower Beach Infant Toddlers Kids Boys Girls Ages 4-8 Years Old",$8.79,20%,20HP226X,https://www.amazon.com/promocode/A7DEQ9U24D8RC?_encoding=UTF8&tag=yfsplist-20&linkCode=ogi&th=1&psc=1,
